defect_id,zone,classification,centroid_x_px,centroid_y_px,width_px,area_px
19700101024404-J67691-FT54_D1,Core,Pit/Dig,548.297263326287,427.0603198181899,642.0,315054
19700101024404-J67691-FT54_D2,Cladding,Pit/Dig,526.0,309.0,1.4142134189605713,5
19700101024404-J67691-FT54_D3,Cladding,Pit/Dig,570.0,309.0,1.4142134189605713,5
19700101024404-J67691-FT54_D4,Cladding,Pit/Dig,491.0,318.0,1.4142134189605713,5
19700101024404-J67691-FT54_D5,Cladding,Pit/Dig,648.6875,367.3125,6.260990142822266,16
19700101024404-J67691-FT54_D6,Cladding,Pit/Dig,653.0,366.0,1.4142134189605713,5
19700101024404-J67691-FT54_D7,Cladding,Pit/Dig,425.0,385.0,1.4142134189605713,5
19700101024404-J67691-FT54_D8,Cladding,Pit/Dig,665.5,396.5,1.4142134189605713,8
19700101024404-J67691-FT54_D9,Cladding,Pit/Dig,666.0,401.0,1.4142134189605713,5
19700101024404-J67691-FT54_D10,Cladding,Pit/Dig,663.0,410.0,1.4142134189605713,5
19700101024404-J67691-FT54_D11,Cladding,Pit/Dig,669.0,440.0,1.4142134189605713,5
19700101024404-J67691-FT54_D12,Cladding,Pit/Dig,668.0,444.0,1.4142134189605713,5
19700101024404-J67691-FT54_D13,Cladding,Pit/Dig,420.4166666666667,445.0,2.0,12
19700101024404-J67691-FT54_D14,Cladding,Pit/Dig,427.0,449.0,1.4142134189605713,5
19700101024404-J67691-FT54_D15,Cladding,Pit/Dig,613.0,531.0,1.4142134189605713,5
19700101024404-J67691-FT54_D16,Cladding,Pit/Dig,591.0,538.0,1.4142134189605713,5
19700101024404-J67691-FT54_D17,Cladding,Pit/Dig,500.0,541.0,1.4142134189605713,5
19700101024404-J67691-FT54_D18,Cladding,Pit/Dig,505.7647058823529,544.4705882352941,4.242640495300293,17
19700101024404-J67691-FT54_D19,Cladding,Pit/Dig,575.0,546.0,1.4142134189605713,5
19700101024404-J67691-FT54_D20,Cladding,Pit/Dig,514.0,548.0,4.242640495300293,11
19700101024404-J67691-FT54_D21,Cladding,Pit/Dig,559.0,548.5,2.1213202476501465,8
