defect_id,zone,classification,centroid_x_px,centroid_y_px,width_px,area_px
19700101001136-J65548-FT51_D88,Cladding,Pit/Dig,545.3,543.7,2.8284268379211426,10
19700101001136-J65548-FT51_D89,Cladding,Pit/Dig,646.5,543.0,2.1213202476501465,8
19700101001136-J65548-FT51_D90,Cladding,Pit/Dig,656.0,545.0,2.8284268379211426,9
19700101001136-J65548-FT51_D91,Cladding,Pit/Dig,570.6923076923077,553.0769230769231,21.08954620361328,91
19700101001136-J65548-FT51_D92,Cladding,Pit/Dig,578.6923076923077,548.8461538461538,5.692099571228027,13
19700101001136-J65548-FT51_D93,Cladding,Pit/Dig,608.6923076923077,549.8461538461538,6.063390731811523,13
19700101001136-J65548-FT51_D94,Cladding,Pit/Dig,598.0,550.0,1.4142134189605713,5
19700101001136-J65548-FT51_D95,Cladding,Pit/Dig,544.5,552.0,1.7888542413711548,10
19700101001136-J65548-FT51_D96,Cladding,Pit/Dig,551.0,553.0,1.4142134189605713,5
19700101001136-J65548-FT51_D97,Cladding,Pit/Dig,612.1777777777778,560.9333333333333,9.370426177978516,45
19700101001136-J65548-FT51_D98,Cladding,Pit/Dig,571.0,560.0,1.4142134189605713,5
19700101001136-J65548-FT51_D99,Cladding,Pit/Dig,621.0,564.5,2.1213202476501465,8
