defect_id,zone,classification,centroid_x_px,centroid_y_px,width_px,area_px
19700101001136-J65548-FT51_D1,Core,Pit/Dig,600.1307167507686,429.44177034394755,650.0,275856
19700101001136-J65548-FT51_D2,Cladding,Pit/Dig,588.3,300.3,2.1213202476501465,10
19700101001136-J65548-FT51_D3,Cladding,Pit/Dig,605.625,301.8125,7.071067810058594,32
19700101001136-J65548-FT51_D4,Cladding,Pit/Dig,616.5,300.0,2.1213202476501465,8
19700101001136-J65548-FT51_D5,Cladding,Pit/Dig,625.0,302.0,1.4142134189605713,5
19700101001136-J65548-FT51_D6,Cladding,Pit/Dig,634.3333333333334,309.55555555555554,5.589565753936768,45
19700101001136-J65548-FT51_D7,Cladding,Pit/Dig,616.5,305.0,2.1213202476501465,8
19700101001136-J65548-FT51_D8,Cladding,Pit/Dig,591.0,309.0,1.4142134189605713,5
19700101001136-J65548-FT51_D9,Cladding,Pit/Dig,563.0,311.0,1.4142134189605713,5
19700101001136-J65548-FT51_D10,Cladding,Pit/Dig,567.0,312.0,1.4142134189605713,5
19700101001136-J65548-FT51_D11,Cladding,Pit/Dig,625.0,312.0,1.4142134189605713,5
19700101001136-J65548-FT51_D12,Cladding,Pit/Dig,642.7222222222222,313.27777777777777,5.656853675842285,18
19700101001136-J65548-FT51_D13,Cladding,Pit/Dig,571.0,314.0,1.4142134189605713,5
19700101001136-J65548-FT51_D14,Cladding,Pit/Dig,613.0,315.0,1.4142134189605713,5
19700101001136-J65548-FT51_D15,Cladding,Pit/Dig,536.5,318.0,2.1213202476501465,8
19700101001136-J65548-FT51_D16,Cladding,Pit/Dig,565.0,318.0,1.4142134189605713,5
19700101001136-J65548-FT51_D17,Cladding,Pit/Dig,527.0,320.0,1.4142134189605713,5
19700101001136-J65548-FT51_D18,Cladding,Pit/Dig,576.0,319.0,1.4142134189605713,5
19700101001136-J65548-FT51_D19,Core,Pit/Dig,603.7140457392431,431.993712653884,230.0542755126953,41671
19700101001136-J65548-FT51_D20,Cladding,Scratch,641.5,320.0,5.269651889801025,12
19700101001136-J65548-FT51_D21,Cladding,Pit/Dig,666.0,322.5,2.1213202476501465,8
19700101001136-J65548-FT51_D22,Cladding,Pit/Dig,673.5,324.0,2.1213202476501465,8
19700101001136-J65548-FT51_D23,Cladding,Pit/Dig,524.0,325.5,2.1213202476501465,8
19700101001136-J65548-FT51_D24,Cladding,Pit/Dig,517.5,331.0,2.1213202476501465,8
19700101001136-J65548-FT51_D25,Cladding,Pit/Dig,529.6896551724138,335.86206896551727,8.221921920776367,29
19700101001136-J65548-FT51_D26,Cladding,Pit/Dig,517.0,338.5,4.0249223709106445,10
19700101001136-J65548-FT51_D27,Cladding,Pit/Dig,687.5,339.5,1.4142134189605713,8
19700101001136-J65548-FT51_D28,Cladding,Pit/Dig,510.0,344.0,1.4142134189605713,5
19700101001136-J65548-FT51_D29,Cladding,Pit/Dig,523.0,344.0,1.4142134189605713,5
19700101001136-J65548-FT51_D30,Cladding,Pit/Dig,690.6842105263158,346.94736842105266,3.605551242828369,19
19700101001136-J65548-FT51_D31,Cladding,Pit/Dig,697.5,346.5,1.4142134189605713,8
19700101001136-J65548-FT51_D32,Cladding,Pit/Dig,518.0,351.0,1.4142134189605713,5
19700101001136-J65548-FT51_D33,Cladding,Pit/Dig,703.0,354.0,2.8284268379211426,9
19700101001136-J65548-FT51_D34,Cladding,Pit/Dig,502.0,363.0,1.4142134189605713,5
19700101001136-J65548-FT51_D35,Cladding,Pit/Dig,490.0,379.0,1.4142134189605713,5
19700101001136-J65548-FT51_D36,Cladding,Pit/Dig,483.0,382.0,1.4142134189605713,5
19700101001136-J65548-FT51_D37,Cladding,Pit/Dig,480.0,385.0,1.4142134189605713,5
19700101001136-J65548-FT51_D38,Cladding,Pit/Dig,491.0,386.0,2.8284268379211426,9
19700101001136-J65548-FT51_D39,Cladding,Pit/Dig,488.5,392.0,2.1213202476501465,8
19700101001136-J65548-FT51_D40,Cladding,Pit/Dig,720.0,391.0,1.4142134189605713,5
19700101001136-J65548-FT51_D41,Cladding,Pit/Dig,481.0,400.0,1.4142134189605713,5
19700101001136-J65548-FT51_D42,Cladding,Pit/Dig,477.0,403.5,3.535533905029297,12
19700101001136-J65548-FT51_D43,Cladding,Pit/Dig,474.11538461538464,411.03846153846155,5.656853675842285,26
19700101001136-J65548-FT51_D44,Cladding,Pit/Dig,723.0,411.5,2.1213202476501465,8
19700101001136-J65548-FT51_D45,Cladding,Pit/Dig,471.0,418.0,1.4142134189605713,5
19700101001136-J65548-FT51_D46,Cladding,Pit/Dig,724.0,426.0,1.4142134189605713,5
19700101001136-J65548-FT51_D47,Cladding,Pit/Dig,477.0,430.0,1.4142134189605713,5
19700101001136-J65548-FT51_D48,Cladding,Pit/Dig,729.5,429.5,1.4142134189605713,8
19700101001136-J65548-FT51_D49,Cladding,Pit/Dig,484.0,439.0,1.4142134189605713,5
19700101001136-J65548-FT51_D50,Cladding,Pit/Dig,478.0,444.0,1.4142134189605713,5
19700101001136-J65548-FT51_D51,Cladding,Pit/Dig,480.3333333333333,468.9047619047619,14.131950378417969,42
19700101001136-J65548-FT51_D52,Cladding,Pit/Dig,489.0,470.0,1.4142134189605713,5
19700101001136-J65548-FT51_D53,Cladding,Pit/Dig,718.6216216216217,473.56756756756755,7.0,37
19700101001136-J65548-FT51_D54,Cladding,Pit/Dig,491.0,482.0,1.4142134189605713,5
19700101001136-J65548-FT51_D55,Cladding,Pit/Dig,496.3636363636364,483.0,3.535533905029297,11
19700101001136-J65548-FT51_D56,Cladding,Pit/Dig,484.1666666666667,484.0416666666667,4.949747085571289,24
19700101001136-J65548-FT51_D57,Cladding,Pit/Dig,716.7727272727273,486.54545454545456,7.0,22
19700101001136-J65548-FT51_D58,Cladding,Pit/Dig,486.0,490.3181818181818,8.049844741821289,22
19700101001136-J65548-FT51_D59,Cladding,Pit/Dig,709.0,494.0,1.4142134189605713,5
19700101001136-J65548-FT51_D60,Cladding,Pit/Dig,493.741935483871,496.741935483871,4.0,31
19700101001136-J65548-FT51_D61,Cladding,Pit/Dig,708.0,500.0,1.4142134189605713,5
19700101001136-J65548-FT51_D62,Cladding,Pit/Dig,500.0,501.0,1.4142134189605713,5
19700101001136-J65548-FT51_D63,Cladding,Scratch,706.5,505.0,1.6641007661819458,12
19700101001136-J65548-FT51_D64,Cladding,Pit/Dig,496.7692307692308,508.46153846153845,2.8284268379211426,13
19700101001136-J65548-FT51_D65,Cladding,Pit/Dig,511.0,508.6363636363636,3.535533905029297,11
19700101001136-J65548-FT51_D66,Cladding,Pit/Dig,691.0,507.0,1.4142134189605713,5
19700101001136-J65548-FT51_D67,Cladding,Pit/Dig,706.4117647058823,511.05882352941177,4.242640495300293,17
19700101001136-J65548-FT51_D68,Cladding,Pit/Dig,712.0,510.0,1.4142134189605713,5
19700101001136-J65548-FT51_D69,Cladding,Pit/Dig,687.3333333333334,514.0555555555555,6.008327484130859,18
19700101001136-J65548-FT51_D70,Cladding,Pit/Dig,693.0,512.5,4.0249223709106445,10
19700101001136-J65548-FT51_D71,Cladding,Pit/Dig,511.9583333333333,521.1666666666666,16.13374137878418,48
19700101001136-J65548-FT51_D72,Cladding,Pit/Dig,698.0,516.0,1.4142134189605713,5
19700101001136-J65548-FT51_D73,Cladding,Pit/Dig,523.0,520.0,1.4142134189605713,5
19700101001136-J65548-FT51_D74,Cladding,Pit/Dig,696.6428571428571,520.5714285714286,5.656853675842285,28
19700101001136-J65548-FT51_D75,Cladding,Pit/Dig,685.0,523.0,1.4142134189605713,5
19700101001136-J65548-FT51_D76,Cladding,Pit/Dig,529.0,525.0,1.4142134189605713,5
19700101001136-J65548-FT51_D77,Cladding,Pit/Dig,682.0,526.0,1.4142134189605713,5
19700101001136-J65548-FT51_D78,Cladding,Pit/Dig,687.1875,530.375,6.008327484130859,16
19700101001136-J65548-FT51_D79,Cladding,Pit/Dig,520.4473684210526,535.2894736842105,12.347898483276367,38
19700101001136-J65548-FT51_D80,Cladding,Pit/Dig,674.5,534.25,5.656853675842285,16
19700101001136-J65548-FT51_D81,Cladding,Pit/Dig,551.0,536.0,1.4142134189605713,5
19700101001136-J65548-FT51_D82,Cladding,Pit/Dig,659.3,536.7,2.8284268379211426,10
19700101001136-J65548-FT51_D83,Cladding,Pit/Dig,532.5,538.0,2.1213202476501465,8
19700101001136-J65548-FT51_D84,Cladding,Pit/Dig,665.5102040816327,542.0,6.363960266113281,49
19700101001136-J65548-FT51_D85,Cladding,Pit/Dig,683.0,537.0,1.4142134189605713,5
19700101001136-J65548-FT51_D86,Cladding,Pit/Dig,673.6428571428571,543.0,4.630461692810059,28
19700101001136-J65548-FT51_D87,Cladding,Pit/Dig,533.0,543.3636363636364,2.1213202476501465,11
