image_filename,pass_fail_status,processing_time_s,total_defect_count,core_defect_count,cladding_defect_count,failure_reason_summary
img63.jpg,FAIL,41.71,40,1,39,Zone 'Core': Too many Pits/Digs (1 > 0).; Zone 'Cladding': Too many Pits/Digs (38 > 5).
