image_filename,pass_fail_status,processing_time_s,total_defect_count,core_defect_count,cladding_defect_count,failure_reason_summary
img63.jpg,FAIL,0.97,6,2,0,Zone 'Core': Too many scratches (1 > 0).; Zone 'Core': Too many Pits/Digs (1 > 0).
