defect_id,zone,classification,centroid_x_px,centroid_y_px,width_px,area_px
19700101001628-J65535FT20_D1,Core,Pit/Dig,576.0001968285371,427.9983294808774,578.0,198142
19700101001628-J65535FT20_D2,Core,Pit/Dig,576.1935503953184,428.6448774616614,232.0,48189
19700101001628-J65535FT20_D3,Cladding,Pit/Dig,467.0,362.0,1.4142134189605713,5
19700101001628-J65535FT20_D4,Cladding,Pit/Dig,688.0,377.0,1.4142134189605713,5
19700101001628-J65535FT20_D5,Cladding,Pit/Dig,458.5,384.0,2.1213202476501465,8
19700101001628-J65535FT20_D6,Cladding,Pit/Dig,693.0,386.0,1.4142134189605713,5
19700101001628-J65535FT20_D7,Cladding,Pit/Dig,699.0,404.5,2.1213202476501465,8
19700101001628-J65535FT20_D8,Cladding,Pit/Dig,700.5,422.5,1.4142134189605713,8
19700101001628-J65535FT20_D9,Cladding,Pit/Dig,703.0,428.5,2.1213202476501465,8
19700101001628-J65535FT20_D10,Cladding,Pit/Dig,705.0,440.0,1.4142134189605713,5
19700101001628-J65535FT20_D11,Cladding,Pit/Dig,457.625,457.125,3.535533905029297,16
19700101001628-J65535FT20_D12,Cladding,Pit/Dig,463.0,461.0,1.4142134189605713,5
19700101001628-J65535FT20_D13,Cladding,Pit/Dig,695.7222222222222,471.0,3.535533905029297,36
19700101001628-J65535FT20_D14,Cladding,Pit/Dig,687.0,489.0,1.4142134189605713,5
19700101001628-J65535FT20_D15,Cladding,Pit/Dig,686.0,497.6363636363636,2.1213202476501465,11
