x,y,intensity
115,1,0.0
116,1,0.0
117,1,0.0
118,1,0.0
0,2,0.0
1,2,0.0
2,2,0.0
3,2,0.0
4,2,0.0
5,2,0.0
6,2,0.0
7,2,0.0
8,2,0.0
9,2,0.0
10,2,0.0
11,2,0.0
12,2,0.0
13,2,0.0
14,2,0.0
15,2,0.0
16,2,0.0
17,2,0.0
18,2,0.0
19,2,0.0
20,2,0.0
21,2,0.0
22,2,0.0
23,2,0.0
24,2,0.0
25,2,0.0
26,2,0.0
27,2,0.0
28,2,0.0
29,2,0.0
30,2,0.0
31,2,0.0
32,2,0.0
33,2,0.0
34,2,0.0
35,2,0.0
36,2,0.0
37,2,0.0
38,2,0.0
39,2,0.0
40,2,0.0
41,2,0.0
42,2,91.0
43,2,98.0
44,2,107.0
45,2,120.0
46,2,133.0
47,2,142.0
48,2,147.0
49,2,151.0
50,2,153.0
51,2,158.0
52,2,161.0
53,2,163.0
54,2,163.0
55,2,165.0
56,2,168.0
57,2,168.0
58,2,166.0
59,2,167.0
60,2,167.0
61,2,168.0
62,2,168.0
63,2,167.0
64,2,166.0
65,2,164.0
66,2,163.0
67,2,158.0
68,2,157.0
69,2,156.0
70,2,155.0
71,2,154.0
72,2,150.0
73,2,146.0
74,2,144.0
75,2,136.0
76,2,125.0
77,2,0.0
78,2,0.0
79,2,0.0
80,2,0.0
81,2,0.0
82,2,0.0
83,2,0.0
84,2,0.0
85,2,0.0
86,2,0.0
87,2,0.0
88,2,0.0
89,2,0.0
90,2,0.0
91,2,0.0
92,2,0.0
93,2,0.0
94,2,0.0
95,2,0.0
96,2,0.0
97,2,0.0
98,2,0.0
99,2,0.0
100,2,0.0
101,2,0.0
102,2,0.0
103,2,0.0
104,2,0.0
105,2,0.0
106,2,0.0
107,2,0.0
108,2,0.0
109,2,0.0
110,2,0.0
111,2,0.0
112,2,0.0
113,2,0.0
114,2,0.0
115,2,0.0
116,2,0.0
117,2,0.0
118,2,0.0
0,3,0.0
1,3,0.0
2,3,0.0
3,3,0.0
4,3,0.0
5,3,0.0
6,3,0.0
7,3,0.0
8,3,0.0
9,3,0.0
10,3,0.0
11,3,0.0
12,3,0.0
13,3,0.0
14,3,0.0
15,3,0.0
16,3,0.0
17,3,0.0
18,3,0.0
19,3,0.0
20,3,0.0
21,3,0.0
22,3,0.0
23,3,0.0
24,3,0.0
25,3,0.0
26,3,0.0
27,3,0.0
28,3,0.0
29,3,0.0
30,3,0.0
31,3,0.0
32,3,0.0
33,3,0.0
34,3,0.0
35,3,0.0
36,3,0.0
37,3,0.0
38,3,0.0
39,3,89.0
40,3,95.0
41,3,107.0
42,3,119.0
43,3,135.0
44,3,140.0
45,3,148.0
46,3,155.0
47,3,160.0
48,3,164.0
49,3,168.0
50,3,170.0
51,3,173.0
52,3,177.0
53,3,181.0
54,3,183.0
55,3,186.0
56,3,189.0
57,3,189.0
58,3,188.0
59,3,189.0
60,3,189.0
61,3,189.0
62,3,188.0
63,3,187.0
64,3,186.0
65,3,185.0
66,3,184.0
67,3,186.0
68,3,181.0
69,3,176.0
70,3,172.0
71,3,169.0
72,3,166.0
73,3,161.0
74,3,157.0
75,3,154.0
76,3,149.0
77,3,142.0
78,3,135.0
79,3,128.0
80,3,0.0
81,3,0.0
82,3,0.0
83,3,0.0
84,3,0.0
85,3,0.0
86,3,0.0
87,3,0.0
88,3,0.0
89,3,0.0
90,3,0.0
91,3,0.0
92,3,0.0
93,3,0.0
94,3,0.0
95,3,0.0
96,3,0.0
97,3,0.0
98,3,0.0
99,3,0.0
100,3,0.0
101,3,0.0
102,3,0.0
103,3,0.0
104,3,0.0
105,3,0.0
106,3,0.0
107,3,0.0
108,3,0.0
109,3,0.0
110,3,0.0
111,3,0.0
112,3,0.0
113,3,0.0
114,3,0.0
115,3,0.0
116,3,0.0
117,3,0.0
118,3,0.0
0,4,0.0
1,4,0.0
2,4,0.0
3,4,0.0
4,4,0.0
5,4,0.0
6,4,0.0
7,4,0.0
8,4,0.0
9,4,0.0
10,4,0.0
11,4,0.0
12,4,0.0
13,4,0.0
14,4,0.0
15,4,0.0
16,4,0.0
17,4,0.0
18,4,0.0
19,4,0.0
20,4,0.0
21,4,0.0
22,4,0.0
23,4,0.0
24,4,0.0
25,4,0.0
26,4,0.0
27,4,0.0
28,4,0.0
29,4,0.0
30,4,0.0
31,4,0.0
32,4,0.0
33,4,0.0
34,4,0.0
35,4,0.0
36,4,84.0
37,4,91.0
38,4,101.0
39,4,114.0
40,4,127.0
41,4,142.0
42,4,152.0
43,4,158.0
44,4,162.0
45,4,167.0
46,4,172.0
47,4,177.0
48,4,181.0
49,4,185.0
50,4,188.0
51,4,193.0
52,4,196.0
53,4,199.0
54,4,201.0
55,4,203.0
56,4,204.0
57,4,204.0
58,4,202.0
59,4,202.0
60,4,203.0
61,4,204.0
62,4,204.0
63,4,205.0
64,4,206.0
65,4,207.0
66,4,207.0
67,4,201.0
68,4,196.0
69,4,190.0
70,4,187.0
71,4,187.0
72,4,185.0
73,4,180.0
74,4,175.0
75,4,174.0
76,4,172.0
77,4,166.0
78,4,158.0
79,4,152.0
80,4,146.0
81,4,137.0
82,4,128.0
83,4,0.0
84,4,0.0
85,4,0.0
86,4,0.0
87,4,0.0
88,4,0.0
89,4,0.0
90,4,0.0
91,4,0.0
92,4,0.0
93,4,0.0
94,4,0.0
95,4,0.0
96,4,0.0
97,4,0.0
98,4,0.0
99,4,0.0
100,4,0.0
101,4,0.0
102,4,0.0
103,4,0.0
104,4,0.0
105,4,0.0
106,4,0.0
107,4,0.0
108,4,0.0
109,4,0.0
110,4,0.0
111,4,0.0
112,4,0.0
113,4,0.0
114,4,0.0
115,4,0.0
116,4,0.0
117,4,0.0
118,4,0.0
0,5,0.0
1,5,0.0
2,5,0.0
3,5,0.0
4,5,0.0
5,5,0.0
6,5,0.0
7,5,0.0
8,5,0.0
9,5,0.0
10,5,0.0
11,5,0.0
12,5,0.0
13,5,0.0
14,5,0.0
15,5,0.0
16,5,0.0
17,5,0.0
18,5,0.0
19,5,0.0
20,5,0.0
21,5,0.0
22,5,0.0
23,5,0.0
24,5,0.0
25,5,0.0
26,5,0.0
27,5,0.0
28,5,0.0
29,5,0.0
30,5,0.0
31,5,0.0
32,5,0.0
33,5,0.0
34,5,89.0
35,5,96.0
36,5,104.0
37,5,119.0
38,5,136.0
39,5,151.0
40,5,161.0
41,5,166.0
42,5,168.0
43,5,179.0
44,5,182.0
45,5,186.0
46,5,189.0
47,5,191.0
48,5,192.0
49,5,193.0
50,5,194.0
51,5,191.0
52,5,192.0
53,5,193.0
54,5,192.0
55,5,191.0
56,5,190.0
57,5,188.0
58,5,187.0
59,5,181.0
60,5,181.0
61,5,182.0
62,5,183.0
63,5,185.0
64,5,187.0
65,5,189.0
66,5,190.0
67,5,191.0
68,5,189.0
69,5,189.0
70,5,191.0
71,5,194.0
72,5,195.0
73,5,192.0
74,5,190.0
75,5,187.0
76,5,188.0
77,5,183.0
78,5,175.0
79,5,169.0
80,5,166.0
81,5,160.0
82,5,151.0
83,5,143.0
84,5,131.0
85,5,0.0
86,5,0.0
87,5,0.0
88,5,0.0
89,5,0.0
90,5,0.0
91,5,0.0
92,5,0.0
93,5,0.0
94,5,0.0
95,5,0.0
96,5,0.0
97,5,0.0
98,5,0.0
99,5,0.0
100,5,0.0
101,5,0.0
102,5,0.0
103,5,0.0
104,5,0.0
105,5,0.0
106,5,0.0
107,5,0.0
108,5,0.0
109,5,0.0
110,5,0.0
111,5,0.0
112,5,0.0
113,5,0.0
114,5,0.0
115,5,0.0
116,5,0.0
117,5,0.0
118,5,0.0
0,6,0.0
1,6,0.0
2,6,0.0
3,6,0.0
4,6,0.0
5,6,0.0
6,6,0.0
7,6,0.0
8,6,0.0
9,6,0.0
10,6,0.0
11,6,0.0
12,6,0.0
13,6,0.0
14,6,0.0
15,6,0.0
16,6,0.0
17,6,0.0
18,6,0.0
19,6,0.0
20,6,0.0
21,6,0.0
22,6,0.0
23,6,0.0
24,6,0.0
25,6,0.0
26,6,0.0
27,6,0.0
28,6,0.0
29,6,0.0
30,6,0.0
31,6,0.0
32,6,85.0
33,6,98.0
34,6,111.0
35,6,127.0
36,6,139.0
37,6,154.0
38,6,164.0
39,6,170.0
40,6,177.0
41,6,186.0
42,6,192.0
43,6,198.0
44,6,197.0
45,6,194.0
46,6,191.0
47,6,186.0
48,6,182.0
49,6,180.0
50,6,178.0
51,6,172.0
52,6,171.0
53,6,170.0
54,6,168.0
55,6,167.0
56,6,165.0
57,6,164.0
58,6,163.0
59,6,168.0
60,6,167.0
61,6,166.0
62,6,166.0
63,6,166.0
64,6,166.0
65,6,166.0
66,6,167.0
67,6,166.0
68,6,167.0
69,6,170.0
70,6,174.0
71,6,177.0
72,6,179.0
73,6,180.0
74,6,181.0
75,6,186.0
76,6,194.0
77,6,198.0
78,6,195.0
79,6,190.0
80,6,185.0
81,6,175.0
82,6,165.0
83,6,164.0
84,6,157.0
85,6,148.0
86,6,136.0
87,6,0.0
88,6,0.0
89,6,0.0
90,6,0.0
91,6,0.0
92,6,0.0
93,6,0.0
94,6,0.0
95,6,0.0
96,6,0.0
97,6,0.0
98,6,0.0
99,6,0.0
100,6,0.0
101,6,0.0
102,6,0.0
103,6,0.0
104,6,0.0
105,6,0.0
106,6,0.0
107,6,0.0
108,6,0.0
109,6,0.0
110,6,0.0
111,6,0.0
112,6,0.0
113,6,0.0
114,6,0.0
115,6,0.0
116,6,0.0
117,6,0.0
118,6,0.0
0,7,0.0
1,7,0.0
2,7,0.0
3,7,0.0
4,7,0.0
5,7,0.0
6,7,0.0
7,7,0.0
8,7,0.0
9,7,0.0
10,7,0.0
11,7,0.0
12,7,0.0
13,7,0.0
14,7,0.0
15,7,0.0
16,7,0.0
17,7,0.0
18,7,0.0
19,7,0.0
20,7,0.0
21,7,0.0
22,7,0.0
23,7,0.0
24,7,0.0
25,7,0.0
26,7,0.0
27,7,0.0
28,7,0.0
29,7,0.0
30,7,87.0
31,7,96.0
32,7,109.0
33,7,128.0
34,7,145.0
35,7,159.0
36,7,166.0
37,7,175.0
38,7,180.0
39,7,185.0
40,7,192.0
41,7,199.0
42,7,203.0
43,7,190.0
44,7,186.0
45,7,181.0
46,7,175.0
47,7,170.0
48,7,166.0
49,7,164.0
50,7,163.0
51,7,165.0
52,7,164.0
53,7,163.0
54,7,163.0
55,7,163.0
56,7,163.0
57,7,164.0
58,7,165.0
59,7,164.0
60,7,163.0
61,7,162.0
62,7,161.0
63,7,160.0
64,7,159.0
65,7,159.0
66,7,159.0
67,7,159.0
68,7,160.0
69,7,160.0
70,7,160.0
71,7,160.0
72,7,162.0
73,7,165.0
74,7,167.0
75,7,172.0
76,7,181.0
77,7,191.0
78,7,195.0
79,7,197.0
80,7,197.0
81,7,194.0
82,7,190.0
83,7,185.0
84,7,176.0
85,7,168.0
86,7,159.0
87,7,148.0
88,7,136.0
89,7,0.0
90,7,0.0
91,7,0.0
92,7,0.0
93,7,0.0
94,7,0.0
95,7,0.0
96,7,0.0
97,7,0.0
98,7,0.0
99,7,0.0
100,7,0.0
101,7,0.0
102,7,0.0
103,7,0.0
104,7,0.0
105,7,0.0
106,7,0.0
107,7,0.0
108,7,0.0
109,7,0.0
110,7,0.0
111,7,0.0
112,7,0.0
113,7,0.0
114,7,0.0
115,7,0.0
116,7,0.0
117,7,0.0
118,7,0.0
0,8,0.0
1,8,0.0
2,8,0.0
3,8,0.0
4,8,0.0
5,8,0.0
6,8,0.0
7,8,0.0
8,8,0.0
9,8,0.0
10,8,0.0
11,8,0.0
12,8,0.0
13,8,0.0
14,8,0.0
15,8,0.0
16,8,0.0
17,8,0.0
18,8,0.0
19,8,0.0
20,8,0.0
21,8,0.0
22,8,0.0
23,8,0.0
24,8,0.0
25,8,0.0
26,8,0.0
27,8,0.0
28,8,82.0
29,8,90.0
30,8,103.0
31,8,121.0
32,8,141.0
33,8,158.0
34,8,168.0
35,8,173.0
36,8,181.0
37,8,192.0
38,8,200.0
39,8,202.0
40,8,199.0
41,8,188.0
42,8,179.0
43,8,173.0
44,8,171.0
45,8,169.0
46,8,167.0
47,8,167.0
48,8,167.0
49,8,168.0
50,8,168.0
51,8,173.0
52,8,171.0
53,8,171.0
54,8,173.0
55,8,174.0
56,8,173.0
57,8,174.0
58,8,177.0
59,8,174.0
60,8,174.0
61,8,174.0
62,8,173.0
63,8,173.0
64,8,174.0
65,8,174.0
66,8,174.0
67,8,172.0
68,8,171.0
69,8,169.0
70,8,167.0
71,8,167.0
72,8,167.0
73,8,168.0
74,8,169.0
75,8,163.0
76,8,167.0
77,8,172.0
78,8,177.0
79,8,182.0
80,8,188.0
81,8,196.0
82,8,202.0
83,8,200.0
84,8,192.0
85,8,184.0
86,8,176.0
87,8,167.0
88,8,160.0
89,8,149.0
90,8,0.0
91,8,0.0
92,8,0.0
93,8,0.0
94,8,0.0
95,8,0.0
96,8,0.0
97,8,0.0
98,8,0.0
99,8,0.0
100,8,0.0
101,8,0.0
102,8,0.0
103,8,0.0
104,8,0.0
105,8,0.0
106,8,0.0
107,8,0.0
108,8,0.0
109,8,0.0
110,8,0.0
111,8,0.0
112,8,0.0
113,8,0.0
114,8,0.0
115,8,0.0
116,8,0.0
117,8,0.0
118,8,0.0
0,9,0.0
1,9,0.0
2,9,0.0
3,9,0.0
4,9,0.0
5,9,0.0
6,9,0.0
7,9,0.0
8,9,0.0
9,9,0.0
10,9,0.0
11,9,0.0
12,9,0.0
13,9,0.0
14,9,0.0
15,9,0.0
16,9,0.0
17,9,0.0
18,9,0.0
19,9,0.0
20,9,0.0
21,9,0.0
22,9,0.0
23,9,0.0
24,9,0.0
25,9,0.0
26,9,0.0
27,9,88.0
28,9,101.0
29,9,119.0
30,9,136.0
31,9,153.0
32,9,167.0
33,9,177.0
34,9,180.0
35,9,192.0
36,9,200.0
37,9,205.0
38,9,200.0
39,9,190.0
40,9,180.0
41,9,173.0
42,9,168.0
43,9,165.0
44,9,165.0
45,9,166.0
46,9,168.0
47,9,170.0
48,9,171.0
49,9,171.0
50,9,170.0
51,9,176.0
52,9,174.0
53,9,174.0
54,9,176.0
55,9,175.0
56,9,174.0
57,9,173.0
58,9,175.0
59,9,173.0
60,9,173.0
61,9,173.0
62,9,173.0
63,9,173.0
64,9,173.0
65,9,173.0
66,9,173.0
67,9,173.0
68,9,171.0
69,9,170.0
70,9,171.0
71,9,172.0
72,9,172.0
73,9,170.0
74,9,168.0
75,9,166.0
76,9,165.0
77,9,165.0
78,9,165.0
79,9,166.0
80,9,170.0
81,9,179.0
82,9,187.0
83,9,201.0
84,9,200.0
85,9,200.0
86,9,193.0
87,9,181.0
88,9,172.0
89,9,164.0
90,9,154.0
91,9,136.0
92,9,0.0
93,9,0.0
94,9,0.0
95,9,0.0
96,9,0.0
97,9,0.0
98,9,0.0
99,9,0.0
100,9,0.0
101,9,0.0
102,9,0.0
103,9,0.0
104,9,0.0
105,9,0.0
106,9,0.0
107,9,0.0
108,9,0.0
109,9,0.0
110,9,0.0
111,9,0.0
112,9,0.0
113,9,0.0
114,9,0.0
115,9,0.0
116,9,0.0
117,9,0.0
118,9,0.0
0,10,0.0
1,10,0.0
2,10,0.0
3,10,0.0
4,10,0.0
5,10,0.0
6,10,0.0
7,10,0.0
8,10,0.0
9,10,0.0
10,10,0.0
11,10,0.0
12,10,0.0
13,10,0.0
14,10,0.0
15,10,0.0
16,10,0.0
17,10,0.0
18,10,0.0
19,10,0.0
20,10,0.0
21,10,0.0
22,10,0.0
23,10,0.0
24,10,0.0
25,10,82.0
26,10,95.0
27,10,108.0
28,10,126.0
29,10,148.0
30,10,163.0
31,10,172.0
32,10,183.0
33,10,194.0
34,10,201.0
35,10,207.0
36,10,198.0
37,10,185.0
38,10,175.0
39,10,169.0
40,10,168.0
41,10,169.0
42,10,170.0
43,10,170.0
44,10,172.0
45,10,174.0
46,10,175.0
47,10,173.0
48,10,173.0
49,10,174.0
50,10,175.0
51,10,174.0
52,10,174.0
53,10,174.0
54,10,174.0
55,10,175.0
56,10,175.0
57,10,175.0
58,10,175.0
59,10,176.0
60,10,175.0
61,10,174.0
62,10,174.0
63,10,175.0
64,10,175.0
65,10,174.0
66,10,173.0
67,10,171.0
68,10,172.0
69,10,172.0
70,10,172.0
71,10,172.0
72,10,172.0
73,10,172.0
74,10,172.0
75,10,169.0
76,10,170.0
77,10,171.0
78,10,169.0
79,10,167.0
80,10,165.0
81,10,166.0
82,10,167.0
83,10,175.0
84,10,182.0
85,10,191.0
86,10,197.0
87,10,199.0
88,10,194.0
89,10,182.0
90,10,172.0
91,10,161.0
92,10,146.0
93,10,0.0
94,10,0.0
95,10,0.0
96,10,0.0
97,10,0.0
98,10,0.0
99,10,0.0
100,10,0.0
101,10,0.0
102,10,0.0
103,10,0.0
104,10,0.0
105,10,0.0
106,10,0.0
107,10,0.0
108,10,0.0
109,10,0.0
110,10,0.0
111,10,0.0
112,10,0.0
113,10,0.0
114,10,0.0
115,10,0.0
116,10,0.0
117,10,0.0
118,10,0.0
0,11,0.0
1,11,0.0
2,11,0.0
3,11,0.0
4,11,0.0
5,11,0.0
6,11,0.0
7,11,0.0
8,11,0.0
9,11,0.0
10,11,0.0
11,11,0.0
12,11,0.0
13,11,0.0
14,11,0.0
15,11,0.0
16,11,0.0
17,11,0.0
18,11,0.0
19,11,0.0
20,11,0.0
21,11,0.0
22,11,0.0
23,11,0.0
24,11,87.0
25,11,100.0
26,11,118.0
27,11,140.0
28,11,151.0
29,11,165.0
30,11,177.0
31,11,188.0
32,11,196.0
33,11,200.0
34,11,200.0
35,11,185.0
36,11,180.0
37,11,173.0
38,11,169.0
39,11,168.0
40,11,169.0
41,11,170.0
42,11,170.0
43,11,173.0
44,11,175.0
45,11,176.0
46,11,175.0
47,11,173.0
48,11,172.0
49,11,173.0
50,11,174.0
51,11,176.0
52,11,176.0
53,11,176.0
54,11,177.0
55,11,177.0
56,11,177.0
57,11,177.0
58,11,177.0
59,11,178.0
60,11,177.0
61,11,176.0
62,11,176.0
63,11,177.0
64,11,177.0
65,11,177.0
66,11,176.0
67,11,174.0
68,11,173.0
69,11,173.0
70,11,173.0
71,11,172.0
72,11,172.0
73,11,172.0
74,11,172.0
75,11,174.0
76,11,173.0
77,11,172.0
78,11,170.0
79,11,169.0
80,11,168.0
81,11,166.0
82,11,166.0
83,11,163.0
84,11,167.0
85,11,174.0
86,11,184.0
87,11,194.0
88,11,198.0
89,11,193.0
90,11,186.0
91,11,176.0
92,11,165.0
93,11,153.0
94,11,138.0
95,11,0.0
96,11,0.0
97,11,0.0
98,11,0.0
99,11,0.0
100,11,0.0
101,11,0.0
102,11,0.0
103,11,0.0
104,11,0.0
105,11,0.0
106,11,0.0
107,11,0.0
108,11,0.0
109,11,0.0
110,11,0.0
111,11,0.0
112,11,0.0
113,11,0.0
114,11,0.0
115,11,0.0
116,11,0.0
117,11,0.0
118,11,0.0
0,12,0.0
1,12,0.0
2,12,0.0
3,12,0.0
4,12,0.0
5,12,0.0
6,12,0.0
7,12,0.0
8,12,0.0
9,12,0.0
10,12,0.0
11,12,0.0
12,12,0.0
13,12,0.0
14,12,0.0
15,12,0.0
16,12,0.0
17,12,0.0
18,12,0.0
19,12,0.0
20,12,0.0
21,12,0.0
22,12,0.0
23,12,95.0
24,12,104.0
25,12,126.0
26,12,150.0
27,12,164.0
28,12,174.0
29,12,186.0
30,12,196.0
31,12,200.0
32,12,196.0
33,12,188.0
34,12,181.0
35,12,169.0
36,12,168.0
37,12,167.0
38,12,169.0
39,12,171.0
40,12,173.0
41,12,173.0
42,12,173.0
43,12,173.0
44,12,174.0
45,12,175.0
46,12,175.0
47,12,175.0
48,12,175.0
49,12,176.0
50,12,178.0
51,12,179.0
52,12,179.0
53,12,179.0
54,12,179.0
55,12,180.0
56,12,180.0
57,12,180.0
58,12,180.0
59,12,180.0
60,12,180.0
61,12,179.0
62,12,179.0
63,12,180.0
64,12,180.0
65,12,179.0
66,12,179.0
67,12,177.0
68,12,177.0
69,12,176.0
70,12,176.0
71,12,175.0
72,12,174.0
73,12,174.0
74,12,173.0
75,12,174.0
76,12,172.0
77,12,171.0
78,12,171.0
79,12,173.0
80,12,173.0
81,12,172.0
82,12,170.0
83,12,166.0
84,12,165.0
85,12,164.0
86,12,167.0
87,12,174.0
88,12,184.0
89,12,191.0
90,12,194.0
91,12,195.0
92,12,185.0
93,12,175.0
94,12,164.0
95,12,149.0
96,12,0.0
97,12,0.0
98,12,0.0
99,12,0.0
100,12,0.0
101,12,0.0
102,12,0.0
103,12,0.0
104,12,0.0
105,12,0.0
106,12,0.0
107,12,0.0
108,12,0.0
109,12,0.0
110,12,0.0
111,12,0.0
112,12,0.0
113,12,0.0
114,12,0.0
115,12,0.0
116,12,0.0
117,12,0.0
118,12,0.0
0,13,0.0
1,13,0.0
2,13,0.0
3,13,0.0
4,13,0.0
5,13,0.0
6,13,0.0
7,13,0.0
8,13,0.0
9,13,0.0
10,13,0.0
11,13,0.0
12,13,0.0
13,13,0.0
14,13,0.0
15,13,0.0
16,13,0.0
17,13,0.0
18,13,0.0
19,13,0.0
20,13,0.0
21,13,82.0
22,13,95.0
23,13,109.0
24,13,129.0
25,13,153.0
26,13,169.0
27,13,179.0
28,13,189.0
29,13,199.0
30,13,200.0
31,13,192.0
32,13,180.0
33,13,170.0
34,13,166.0
35,13,169.0
36,13,169.0
37,13,170.0
38,13,173.0
39,13,175.0
40,13,176.0
41,13,175.0
42,13,174.0
43,13,174.0
44,13,174.0
45,13,175.0
46,13,176.0
47,13,176.0
48,13,178.0
49,13,180.0
50,13,181.0
51,13,180.0
52,13,180.0
53,13,181.0
54,13,181.0
55,13,181.0
56,13,181.0
57,13,182.0
58,13,182.0
59,13,182.0
60,13,182.0
61,13,181.0
62,13,181.0
63,13,181.0
64,13,181.0
65,13,181.0
66,13,181.0
67,13,181.0
68,13,180.0
69,13,180.0
70,13,179.0
71,13,178.0
72,13,177.0
73,13,177.0
74,13,177.0
75,13,174.0
76,13,174.0
77,13,173.0
78,13,174.0
79,13,175.0
80,13,175.0
81,13,175.0
82,13,174.0
83,13,172.0
84,13,172.0
85,13,170.0
86,13,164.0
87,13,160.0
88,13,164.0
89,13,174.0
90,13,183.0
91,13,192.0
92,13,189.0
93,13,187.0
94,13,181.0
95,13,168.0
96,13,153.0
97,13,0.0
98,13,0.0
99,13,0.0
100,13,0.0
101,13,0.0
102,13,0.0
103,13,0.0
104,13,0.0
105,13,0.0
106,13,0.0
107,13,0.0
108,13,0.0
109,13,0.0
110,13,0.0
111,13,0.0
112,13,0.0
113,13,0.0
114,13,0.0
115,13,0.0
116,13,0.0
117,13,0.0
118,13,0.0
0,14,0.0
1,14,0.0
2,14,0.0
3,14,0.0
4,14,0.0
5,14,0.0
6,14,0.0
7,14,0.0
8,14,0.0
9,14,0.0
10,14,0.0
11,14,0.0
12,14,0.0
13,14,0.0
14,14,0.0
15,14,0.0
16,14,0.0
17,14,0.0
18,14,0.0
19,14,0.0
20,14,79.0
21,14,94.0
22,14,112.0
23,14,135.0
24,14,161.0
25,14,177.0
26,14,182.0
27,14,199.0
28,14,199.0
29,14,195.0
30,14,186.0
31,14,174.0
32,14,167.0
33,14,168.0
34,14,172.0
35,14,173.0
36,14,173.0
37,14,173.0
38,14,174.0
39,14,175.0
40,14,175.0
41,14,175.0
42,14,174.0
43,14,178.0
44,14,178.0
45,14,178.0
46,14,178.0
47,14,178.0
48,14,178.0
49,14,179.0
50,14,180.0
51,14,181.0
52,14,181.0
53,14,181.0
54,14,181.0
55,14,181.0
56,14,182.0
57,14,182.0
58,14,182.0
59,14,182.0
60,14,182.0
61,14,182.0
62,14,182.0
63,14,182.0
64,14,181.0
65,14,181.0
66,14,182.0
67,14,181.0
68,14,181.0
69,14,181.0
70,14,180.0
71,14,180.0
72,14,179.0
73,14,179.0
74,14,179.0
75,14,178.0
76,14,179.0
77,14,178.0
78,14,177.0
79,14,175.0
80,14,173.0
81,14,173.0
